FZ,SR,SA,V,FX,NFX,NFY
-1044.26,0.059,0.048,40.15,-1153.03,1.1,0.05
-1035.24,0.061,0.072,40.17,-1243.14,1.2,0.05
-1027.38,0.063,0.056,40.18,-1314.9,1.28,0.05
-1028.62,0.064,0.057,40.2,-1363.58,1.33,0.04
-1027.19,0.066,0.063,40.23,-1406.11,1.37,0.04
-1027.26,0.067,0.067,40.25,-1448.54,1.41,0.03
-1021.92,0.068,0.063,40.26,-1494.62,1.46,0.02
-1019.61,0.068,0.057,40.25,-1538.07,1.51,0.02
-1024.4,0.069,0.064,40.25,-1577.19,1.54,0.01
-1033.17,0.07,0.067,40.25,-1626.95,1.57,0.01
-1043.3,0.072,0.064,40.23,-1683.88,1.61,0.01
-1048.35,0.074,0.061,40.23,-1753.94,1.67,0.01
-1047.23,0.077,0.053,40.23,-1824.7,1.74,0.01
-1041.67,0.079,0.066,40.24,-1889.65,1.81,0.01
-1036.55,0.08,0.061,40.23,-1940.22,1.87,0.02
-1029.51,0.081,0.066,40.23,-1961.0,1.9,0.01
-1027.78,0.081,0.061,40.23,-1960.87,1.91,0.01
-1029.14,0.08,0.06,40.23,-1958.53,1.9,0.0
-1027.41,0.081,0.061,40.22,-1970.04,1.92,0.0
-1023.77,0.082,0.057,40.23,-2006.28,1.96,0.01
-1018.52,0.083,0.06,40.24,-2051.03,2.01,0.01
-1019.91,0.084,0.064,40.24,-2098.39,2.06,0.01
-1025.96,0.086,0.064,40.25,-2139.12,2.08,0.01
-1035.71,0.087,0.061,40.25,-2163.22,2.09,0.01
-1041.35,0.088,0.063,40.26,-2177.11,2.09,0.01
-1044.44,0.089,0.056,40.26,-2171.62,2.08,0.01
-1042.81,0.09,0.067,40.26,-2165.55,2.08,0.01
-1037.37,0.09,0.069,40.27,-2166.38,2.09,0.0
-1031.42,0.09,0.066,40.27,-2180.57,2.11,0.0
-1024.61,0.092,0.077,40.27,-2211.72,2.16,0.0
-1017.97,0.093,0.063,40.28,-2260.93,2.22,0.01
-1012.29,0.096,0.064,40.28,-2322.66,2.29,0.01
-1004.54,0.096,0.064,40.27,-2378.02,2.37,0.01
-1001.52,0.097,0.067,40.27,-2407.99,2.4,0.02
-1000.83,0.098,0.057,40.26,-2407.6,2.41,0.02
-1010.61,0.096,0.044,40.24,-2383.93,2.36,0.02
-1025.0,0.096,0.067,40.23,-2351.39,2.29,0.02
-1040.41,0.095,0.056,40.23,-2318.42,2.23,0.02
-1045.32,0.096,0.067,40.22,-2296.81,2.2,0.02
-1042.9,0.097,0.06,40.23,-2295.22,2.2,0.01
-1040.59,0.098,0.056,40.23,-2311.28,2.22,0.0
-1034.7,0.099,0.063,40.23,-2345.7,2.27,0.0
-1028.19,0.101,0.064,40.23,-2389.2,2.32,0.0
-1021.07,0.102,0.06,40.23,-2437.82,2.39,0.01
-1012.74,0.104,0.06,40.25,-2484.47,2.45,0.01
-1008.04,0.104,0.06,40.25,-2520.12,2.5,0.02
-1001.01,0.106,0.064,40.24,-2541.76,2.54,0.02
-1000.98,0.107,0.053,40.25,-2548.89,2.55,0.03
-1006.28,0.108,0.064,40.26,-2556.73,2.54,0.02
-1014.94,0.11,0.061,40.27,-2567.37,2.53,0.03
-1024.8,0.112,0.058,40.29,-2579.27,2.52,0.02
-1027.86,0.115,0.066,40.3,-2584.11,2.51,0.01
-1026.18,0.117,0.066,40.3,-2586.08,2.52,0.01
-1019.15,0.119,0.063,40.3,-2588.21,2.54,0.0
-1013.74,0.12,0.061,40.3,-2597.13,2.56,0.0
-1008.6,0.12,0.064,40.3,-2609.81,2.59,0.0
-1003.74,0.12,0.058,40.3,-2627.07,2.62,0.01
-999.89,0.119,0.058,40.29,-2653.34,2.65,0.01
-997.26,0.12,0.069,40.29,-2683.26,2.69,0.02
-995.38,0.12,0.072,40.28,-2708.72,2.72,0.02
-986.37,0.121,0.064,40.26,-2728.38,2.77,0.02
-986.25,0.122,0.064,40.24,-2740.8,2.78,0.03
-994.87,0.124,0.077,40.23,-2746.94,2.76,0.02
-1008.25,0.124,0.066,40.23,-2743.62,2.72,0.02
-1020.2,0.126,0.057,40.22,-2725.79,2.67,0.01
-1023.55,0.127,0.042,40.2,-2699.98,2.64,0.01
-1025.43,0.128,0.07,40.22,-2678.61,2.61,0.01
-1023.53,0.129,0.06,40.22,-2672.45,2.61,0.01
-1021.96,0.129,0.066,40.23,-2690.48,2.63,0.0
-1012.47,0.13,0.066,40.23,-2724.97,2.69,0.01
-1003.29,0.132,0.064,40.24,-2768.73,2.76,0.01
-996.6,0.133,0.063,40.25,-2806.72,2.82,0.01
-994.86,0.135,0.066,40.27,-2835.04,2.85,0.01
-983.81,0.136,0.066,40.25,-2849.73,2.9,0.02
-981.68,0.137,0.064,40.26,-2851.83,2.91,0.02
-988.7,0.137,0.067,40.25,-2853.45,2.89,0.02
-1003.16,0.139,0.07,40.25,-2850.23,2.84,0.02
-1018.38,0.14,0.067,40.25,-2844.72,2.79,0.02
-1030.57,0.141,0.06,40.25,-2827.6,2.74,0.02
-1031.54,0.144,0.058,40.26,-2811.33,2.73,0.01
-1033.07,0.146,0.064,40.26,-2800.56,2.71,0.01
-1030.96,0.148,0.064,40.28,-2806.09,2.72,0.0
-1021.06,0.149,0.072,40.29,-2830.92,2.77,0.0
-1012.28,0.149,0.057,40.29,-2865.45,2.83,0.01
-1006.09,0.148,0.067,40.3,-2905.6,2.89,0.01
-1003.48,0.148,0.07,40.32,-2942.55,2.93,0.01
-996.27,0.148,0.061,40.32,-2969.73,2.98,0.02
-988.84,0.148,0.063,40.32,-2980.05,3.01,0.02
-990.63,0.148,0.066,40.31,-2978.99,3.01,0.03
-995.57,0.149,0.061,40.31,-2979.31,2.99,0.02
-1013.18,0.15,0.063,40.31,-2978.88,2.94,0.02
-1020.59,0.152,0.063,40.31,-2973.15,2.91,0.02
-1030.4,0.155,0.058,40.32,-2954.16,2.87,0.02
-1037.12,0.156,0.05,40.31,-2931.98,2.83,0.01
-1039.29,0.157,0.064,40.3,-2915.2,2.81,0.0
-1034.78,0.158,0.061,40.3,-2916.01,2.82,0.0
-1026.58,0.157,0.058,40.28,-2934.53,2.86,0.01
-1017.05,0.158,0.061,40.28,-2974.99,2.93,0.01
-1009.27,0.158,0.063,40.28,-3025.43,3.0,0.01
-1001.19,0.16,0.064,40.28,-3071.6,3.07,0.01
-991.55,0.162,0.066,40.28,-3098.59,3.12,0.01
-986.82,0.163,0.06,40.28,-3101.73,3.14,0.02
-988.27,0.164,0.073,40.28,-3090.16,3.13,0.02
-997.0,0.166,0.056,40.28,-3083.15,3.09,0.02
-1009.45,0.165,0.064,40.26,-3076.7,3.05,0.02
-1021.6,0.164,0.064,40.25,-3067.09,3.0,0.02
-1037.14,0.165,0.067,40.25,-3048.1,2.94,0.01
-1044.09,0.167,0.061,40.25,-3024.56,2.9,0.01
-1044.06,0.169,0.061,40.27,-3010.01,2.88,0.0
-1037.78,0.171,0.063,40.27,-3003.75,2.89,0.0
-1031.63,0.174,0.063,40.28,-3012.23,2.92,0.0
-1026.61,0.175,0.056,40.29,-3046.13,2.97,0.0
-1017.88,0.176,0.07,40.28,-3088.51,3.03,0.01
-1006.07,0.176,0.064,40.27,-3128.58,3.11,0.01
-1001.39,0.177,0.063,40.27,-3149.53,3.15,0.01
-991.48,0.177,0.054,40.26,-3152.9,3.18,0.01
-994.39,0.177,0.057,40.24,-3148.72,3.17,0.01
-1001.4,0.177,0.066,40.24,-3140.88,3.14,0.02
-1011.14,0.177,0.066,40.22,-3135.16,3.1,0.02
-1026.17,0.177,0.061,40.23,-3125.59,3.05,0.01
-1039.45,0.18,0.058,40.23,-3107.23,2.99,0.01
-1050.33,0.182,0.058,40.24,-3083.08,2.94,0.0
-1051.24,0.185,0.114,40.27,-3057.07,2.91,0.0
-1050.13,0.187,0.057,40.28,-3041.02,2.9,0.0
-1041.29,0.188,0.061,40.28,-3043.42,2.92,0.0
-1026.71,0.187,0.063,40.29,-3107.67,3.03,0.0
-1017.16,0.187,0.063,40.3,-3147.39,3.09,0.01
-1010.01,0.187,0.061,40.29,-3172.33,3.14,0.01
-1007.3,0.187,0.058,40.3,-3177.1,3.15,0.01
-1006.61,0.187,0.057,40.29,-3167.36,3.15,0.01
-1007.35,0.187,0.067,40.28,-3151.73,3.13,0.02
-1015.14,0.186,0.064,40.27,-3140.46,3.09,0.02
-1030.23,0.186,0.058,40.26,-3131.9,3.04,0.01
-1045.69,0.185,0.066,40.26,-3123.59,2.99,0.01
-1055.25,0.185,0.053,40.26,-3105.77,2.94,0.01
-1061.86,0.184,0.067,40.26,-3085.18,2.91,0.0
-1061.11,0.186,0.069,40.28,-3072.13,2.9,0.0
-1056.59,0.186,0.066,40.28,-3066.56,2.9,0.0
-1049.05,0.187,0.061,40.3,-3072.01,2.93,0.0
-1039.21,0.187,0.056,40.3,-3100.46,2.98,0.0
-1031.78,0.186,0.057,40.31,-3137.13,3.04,0.0
-1020.83,0.186,0.073,40.31,-3172.76,3.11,0.0
-1015.9,0.186,0.058,40.3,-3193.53,3.14,0.01
-1008.6,0.185,0.058,40.3,-3194.98,3.17,0.01
-1009.04,0.185,0.063,40.29,-3183.32,3.15,0.01
-1015.33,0.186,0.061,40.29,-3171.8,3.12,0.01
-1026.39,0.186,0.06,40.28,-3161.58,3.08,0.01
-1039.06,0.187,0.054,40.28,-3151.9,3.03,0.01
-1053.2,0.187,0.069,40.29,-3133.63,2.98,0.01
-1062.99,0.188,0.069,40.3,-3106.91,2.92,0.0
-1066.89,0.188,0.048,40.3,-3082.29,2.89,0.0
-1064.93,0.188,0.057,40.3,-3068.59,2.88,0.0
-1057.25,0.186,0.066,40.29,-3068.19,2.9,0.0
-1050.74,0.186,0.06,40.27,-3083.74,2.93,0.0
-1041.69,0.185,0.067,40.27,-3120.46,3.0,0.0
-1029.04,0.184,0.061,40.27,-3162.25,3.07,0.0
-1019.6,0.185,0.07,40.28,-3192.65,3.13,0.01
-1012.11,0.186,0.061,40.3,-3202.64,3.16,0.01
-1008.8,0.186,0.079,40.31,-3193.72,3.17,0.01
-1014.06,0.186,0.066,40.31,-3175.08,3.13,0.01
-1022.91,0.186,0.073,40.31,-3158.81,3.09,0.01
-1039.2,0.186,0.067,40.3,-3146.7,3.03,0.01
-1054.1,0.186,0.063,40.3,-3133.83,2.97,0.01
-1066.41,0.186,0.06,40.3,-3113.8,2.92,0.01
-1068.96,0.185,0.058,40.29,-3093.4,2.89,0.01
-1069.56,0.186,0.066,40.29,-3076.61,2.88,0.0
-1062.51,0.186,0.064,40.28,-3076.02,2.9,0.0
-1055.84,0.185,0.067,40.28,-3088.58,2.93,0.0
-1044.11,0.184,0.067,40.27,-3120.06,2.99,0.0
-1032.0,0.184,0.066,40.28,-3158.45,3.06,0.0
-1021.79,0.184,0.063,40.28,-3188.23,3.12,0.0
-1015.91,0.184,0.06,40.28,-3198.84,3.15,0.01
-1012.67,0.184,0.061,40.27,-3192.68,3.15,0.01
-1013.5,0.184,0.061,40.27,-3173.16,3.13,0.01
-1021.03,0.185,0.067,40.26,-3156.29,3.09,0.01
-1031.11,0.184,0.06,40.25,-3144.87,3.05,0.01
-1048.05,0.184,0.066,40.25,-3133.89,2.99,0.01
-1063.52,0.184,0.06,40.26,-3117.91,2.93,0.01
-1074.76,0.184,0.045,40.26,-3093.4,2.88,0.0
-1076.85,0.183,0.088,40.27,-3071.27,2.85,0.0
-1074.64,0.182,0.054,40.28,-3064.8,2.85,0.0
-1064.84,0.18,0.067,40.29,-3071.57,2.88,0.0
-1054.6,0.178,0.061,40.29,-3093.47,2.93,0.0
-1044.97,0.176,0.066,40.3,-3128.07,2.99,0.0
-1033.51,0.176,0.067,40.29,-3160.73,3.06,0.0
-1024.45,0.175,0.063,40.3,-3181.57,3.11,0.0
-1020.79,0.176,0.063,40.32,-3181.54,3.12,0.0
-1019.17,0.174,0.063,40.33,-3165.4,3.11,0.01
-1026.02,0.173,0.063,40.34,-3146.17,3.07,0.01
-1033.56,0.171,0.063,40.35,-3129.45,3.03,0.01
-1049.95,0.168,0.06,40.35,-3118.2,2.97,0.01
-1066.58,0.168,0.069,40.35,-3104.72,2.91,0.0
-1077.45,0.167,0.069,40.34,-3084.6,2.86,0.0
-1084.42,0.167,0.054,40.34,-3063.06,2.82,0.0
-1084.43,0.166,0.061,40.33,-3050.92,2.81,0.0
-1076.61,0.166,0.053,40.32,-3052.3,2.84,0.0
-1067.54,0.165,0.06,40.32,-3066.11,2.87,0.0
-1054.94,0.164,0.06,40.3,-3088.48,2.93,0.0
-1045.24,0.162,0.067,40.31,-3114.71,2.98,0.0
-1035.84,0.16,0.063,40.3,-3130.78,3.02,0.0
-1031.59,0.159,0.058,40.3,-3130.91,3.04,0.0
-1036.29,0.157,0.072,40.29,-3115.96,3.01,0.0
-1040.67,0.156,0.067,40.29,-3095.24,2.97,0.01
-1045.82,0.154,0.069,40.29,-3078.12,2.94,0.01
-1063.06,0.154,0.06,40.28,-3067.44,2.89,0.01
-1079.14,0.153,0.072,40.3,-3053.06,2.83,0.01
-1090.03,0.153,0.069,40.3,-3032.21,2.78,0.01
-1092.19,0.152,0.073,40.3,-3004.39,2.75,0.0
-1089.1,0.151,0.07,40.31,-2984.47,2.74,0.0
